dmel	dana	dvir	dpse	dsec	dwil	dper	dyak	dsim	dere	dgri	dmoj
dmel-FBgn0000316	dana-FBgn0144158	dvir-FBgn0098999	dpse-FBgn0203629	dsec-FBgn0075554	dwil-FBgn0173956	dper-FBgn0226959	dyak-FBgn0150971	dsim-FBgn0043603	dere-FBgn0188107	dgri-FBgn0043710	dmoj-FBgn0131690
dmel-FBgn0000317	dana-FBgn0140075	dvir-FBgn0092020	dpse-FBgn0203171	dsec-FBgn0080461	dwil-FBgn0169476	dper-FBgn0220066	dyak-FBgn0163312	dsim-FBgn0236761	dere-FBgn0193388	dgri-FBgn0116358	dmoj-FBgn0118300
dmel-FBgn0000318	dana-FBgn0140729	dvir-FBgn0092169	dpse-FBgn0206717	dsec-FBgn0070768	dwil-FBgn0173458	dper-FBgn0217094	dyak-FBgn0163432	dsim-FBgn0067992	dere-FBgn0194731	dgri-FBgn0117205	dmoj-FBgn0117774
dmel-FBgn0000319	dana-FBgn0137574	dvir-FBgn0088231	dpse-FBgn0206631	dsec-FBgn0081463	dwil-FBgn0177392	dper-FBgn0227237	dyak-FBgn0149530	dsim-FBgn0233568	dere-FBgn0187434	dgri-FBgn0111573	dmoj-FBgn0132231
dmel-FBgn0000320	dana-FBgn0140920	dvir-FBgn0092724	dpse-FBgn0201851	dsec-FBgn0081860	dwil-FBgn0169091	dper-FBgn0216802	dyak-FBgn0163679	dsim-FBgn0235850	dere-FBgn0193969	dgri-FBgn0115754	dmoj-FBgn0120508
dmel-FBgn0000326	dana-FBgn0142268	dvir-FBgn0142269	dpse-FBgn0088814	dsec-FBgn0208233	dwil-FBgn0245831	dper-FBgn0170621	dyak-FBgn0225251	dsim-FBgn0148259	dere-FBgn0148261	dgri-FBgn0231349	dmoj-FBgn0196495
dmel-FBgn0000330	dana-FBgn0144309	dvir-FBgn0097335	dpse-FBgn0202988	dsec-FBgn0075795	dwil-FBgn0172393	dper-FBgn0227252	dyak-FBgn0164390	dsim-FBgn0235008	dere-FBgn0187799	dgri-FBgn0109865	dmoj-FBgn0131728
dmel-FBgn0000337	dana-FBgn0142292	dvir-FBgn0088733	dpse-FBgn0208260	dsec-FBgn0246044	dwil-FBgn0175639	dper-FBgn0223575	dyak-FBgn0148851	dsim-FBgn0240811	dere-FBgn0186970	dgri-FBgn0103017	dmoj-FBgn0129044
dmel-FBgn0000339	dana-FBgn0137445	dvir-FBgn0092350	dpse-FBgn0266015	dsec-FBgn0079179	dwil-FBgn0172818	dper-FBgn0225678	dyak-FBgn0151692	dsim-FBgn0236712	dere-FBgn0193337	dgri-FBgn0116306	dmoj-FBgn0118910
dmel-FBgn0000346	dana-FBgn0144415	dvir-FBgn0098413	dpse-FBgn0203051	dsec-FBgn0244234	dwil-FBgn0220339	dper-FBgn0150920	dyak-FBgn0234538	dsim-FBgn0188680	dere-FBgn0109986	dgri-FBgn0132094	dmoj-GI21685
dmel-FBgn0000351	dana-FBgn0146851	dvir-FBgn0091484	dpse-FBgn0208527	dsec-FBgn0070981	dwil-FBgn0168919	dper-FBgn0220095	dyak-FBgn0163173	dsim-FBgn0235835	dere-FBgn0193955	dgri-FBgn0115739	dmoj-FBgn0121048
dmel-FBgn0000352	dana-FBgn0143560	dvir-FBgn0089273	dpse-FBgn0207699	dsec-FBgn0074342	dwil-FBgn0175684	dper-FBgn0224003	dyak-FBgn0148550	dsim-FBgn0241241	dere-FBgn0182039	dgri-FBgn0103063	dmoj-FBgn0128205
dmel-FBgn0000355	dana-FBgn0179947	dvir-FBgn0238073	dpse-FBgn0185813	dsec-FBgn0106604			dyak-GE20773	dsim-GD14122	dere-GG14343		
dmel-FBgn0000356	dana-FBgn0135683	dvir-FBgn0101344	dpse-FBgn0013069	dsec-FBgn0079662	dwil-FBgn0179949	dper-FBgn0218736	dyak-FBgn0147948	dsim-FBgn0068176	dere-FBgn0083437	dgri-FBgn0106606	dmoj-FBgn0012318
dmel-FBgn0000358	dana-FBgn0135682	dvir-FBgn0101343	dpse-FBgn0013071	dsec-FBgn0079659	dwil-FBgn0179948	dper-FBgn0218735	dyak-FBgn0147947	dsim-FBgn0238074	dere-FBgn0185814	dgri-FBgn0106605	dmoj-FBgn0132447
dmel-FBgn0000359	dana-FBgn0138523	dvir-FBgn0099366	dpse-FBgn0013072	dsec-FBgn0073276	dwil-FBgn0176506	dper-FBgn0221989	dyak-FBgn0157912	dsim-FBgn0233351	dere-FBgn0188485	dgri-FBgn0110472	dmoj-FBgn0119719
dmel-FBgn0000360	dana-FBgn0138524	dvir-FBgn0099367	dpse-FBgn0205787	dsec-FBgn0070903	dwil-FBgn0176527	dper-FBgn0221990	dyak-FBgn0157913	dsim-FBgn0233352	dere-FBgn0269669	dgri-FBgn0110473	dmoj-FBgn0119720
dmel-FBgn0000370	dana-FBgn0134966	dvir-FBgn0091351	dpse-FBgn0205016	dsec-FBgn0250365	dwil-FBgn0178275	dper-FBgn0171821	dyak-FBgn0220735	dsim-FBgn0164240	dere-FBgn0230627	dgri-FBgn0195663	dmoj-FBgn0113476
dmel-FBgn0000376	dana-FBgn0133734	dvir-FBgn0099477	dpse-FBgn0205687	dsec-FBgn0075461	dwil-FBgn0063998	dper-FBgn0227361	dyak-FBgn0157404	dsim-FBgn0234411	dere-FBgn0041270	dgri-FBgn0110818	dmoj-FBgn0119754
dmel-FBgn0000377	dana-FBgn0144185	dvir-FBgn0099204	dpse-FBgn0203660	dsec-FBgn0244256	dwil-FBgn0173804	dper-FBgn0218335	dyak-FBgn0150998	dsim-FBgn0234450	dere-FBgn0195941	dgri-FBgn0104922	dmoj-FBgn0119790
dmel-FBgn0000382	dana-FBgn0138032	dvir-FBgn0098461	dpse-FBgn0016496	dsec-FBgn0249215	dwil-FBgn0174100	dper-FBgn0227698	dyak-FBgn0155830	dsim-FBgn0233776	dere-FBgn0196052	dgri-FBgn0105181	dmoj-FBgn0132035
dmel-FBgn0000384	dana-FBgn0133000	dvir-FBgn0092940	dpse-FBgn0205181	dsec-FBgn0265241	dwil-FBgn0181544	dper-FBgn0216784	dyak-FBgn0158762	dsim-FBgn0067990	dere-FBgn0189221	dgri-FBgn0113590	dmoj-FBgn0120981
dmel-FBgn0000392	dana-FBgn0140473	dvir-FBgn0092465	dpse-FBgn0204729	dsec-FBgn0249433	dwil-FBgn0171120	dper-FBgn0220283	dyak-FBgn0163781	dsim-FBgn0231681	dere-FBgn0194809	dgri-FBgn0102737	dmoj-FBgn0120822
dmel-FBgn0000394	dana-FBgn0139001	dvir-FBgn0098371	dpse-FBgn0203898	dsec-FBgn0071668	dwil-FBgn0167364	dper-FBgn0221969	dyak-FBgn0155841	dsim-FBgn0233945	dere-FBgn0188332	dgri-FBgn0110984	dmoj-FBgn0120154
dmel-FBgn0000395	dana-FBgn0143206	dvir-FBgn0089137	dpse-FBgn0209433	dsec-FBgn0073917	dwil-FBgn0170640	dper-FBgn0222741	dyak-FBgn0149453	dsim-FBgn0231371	dere-FBgn0196513	dgri-FBgn0112965	dmoj-FBgn0128645
dmel-FBgn0000404	dana-FBgn0136208	dvir-FBgn0101503	dpse-FBgn0199067	dsec-FBgn0079244	dwil-FBgn0179566	dper-FBgn0215679	dyak-FBgn0158409	dsim-FBgn0158410	dere-FBgn0237495	dgri-FBgn0184498	dmoj-FBgn0106144
dmel-FBgn0000405	dana-FBgn0141963	dvir-FBgn0088366	dpse-FBgn0207438	dsec-FBgn0077502	dwil-FBgn0170526	dper-FBgn0223825	dyak-FBgn0148313	dsim-FBgn0229622	dere-FBgn0187170	dgri-FBgn0112286	dmoj-FBgn0125436
dmel-FBgn0000406	dana-FBgn0137670	dvir-FBgn0091571	dpse-FBgn0013913	dsec-FBgn0072214	dwil-FBgn0172068	dper-FBgn0220155	dyak-FBgn0156931	dsim-FBgn0230858	dere-FBgn0193313	dgri-FBgn0112301	dmoj-FBgn0117684
dmel-FBgn0000411	dana-FBgn0134296	dvir-FBgn0102196	dpse-FBgn0198813	dsec-FBgn0079206	dwil-FBgn0179418	dper-FBgn0219142	dyak-FBgn0162419	dsim-FBgn0237352	dere-FBgn0184354	dgri-FBgn0105996	dmoj-FBgn0123815
dmel-FBgn0000412	dana-FBgn0145228	dvir-FBgn0095443	dpse-FBgn0197391	dsec-FBgn0081988	dwil-FBgn0181134	dper-FBgn0216037	dyak-FBgn0159934	dsim-FBgn0241897	dere-FBgn0269640	dgri-FBgn0109618	dmoj-FBgn0122710
dmel-FBgn0000414	dana-FBgn0136122	dvir-FBgn0100919	dpse-FBgn0200422	dsec-FBgn0081953	dwil-FBgn0180508	dper-FBgn0219116	dyak-FBgn0150889	dsim-FBgn0237199	dere-FBgn0186334	dgri-FBgn0105842	dmoj-FBgn0123690
dmel-FBgn0000416	dana-FBgn0133387	dvir-FBgn0100300	dpse-FBgn0210077	dsec-FBgn0071427	dwil-FBgn0167063	dper-FBgn0215112	dyak-FBgn0151587	dsim-FBgn0240545	dere-FBgn0083425	dgri-FBgn0104199	dmoj-FBgn0121566
dmel-FBgn0000422	dana-FBgn0139979	dvir-FBgn0092235	dpse-FBgn0013073	dsec-FBgn0243539	dwil-FBgn0171941	dper-FBgn0026887	dyak-FBgn0158724	dsim-FBgn0230397	dere-FBgn0016334	dgri-FBgn0113828	dmoj-FBgn0120959
dmel-FBgn0000426	dana-FBgn0141691	dvir-FBgn0089120	dpse-FBgn0208678	dsec-FBgn0074183	dwil-FBgn0175261	dper-FBgn0224105	dyak-FBgn0148876	dsim-FBgn0231137	dere-FBgn0186911	dgri-FBgn0114770	dmoj-FBgn0130440
dmel-FBgn0000427	dana-FBgn0139080	dvir-FBgn0098248	dpse-FBgn0027387	dsec-FBgn0245509	dwil-FBgn0166911	dper-FBgn0212131	dyak-FBgn0152194	dsim-FBgn0012868	dere-FBgn0012271	dgri-FBgn0119601	dmoj-GI16332
dmel-FBgn0000439	dana-FBgn0147439	dvir-FBgn0094810	dpse-FBgn0211022	dsec-FBgn0012695	dwil-FBgn0165860	dper-FBgn0214263	dyak-FBgn0159634	dsim-FBgn0241980	dere-FBgn0191381	dgri-FBgn0105940	dmoj-FBgn0126944
dmel-FBgn0000442	dana-FBgn0140756	dvir-FBgn0091900	dpse-FBgn0206794	dsec-FBgn0077390	dwil-FBgn0171559	dper-FBgn0226584	dyak-FBgn0152944	dsim-FBgn0233499	dere-FBgn0194336	dgri-FBgn0116762	dmoj-FBgn0117979
dmel-FBgn0000447	dana-FBgn0132997	dvir-FBgn0093352	dpse-FBgn0198303	dsec-FBgn0081986	dwil-FBgn0181184	dper-FBgn0216078	dyak-FBgn0162091	dsim-FBgn0241937	dere-FBgn0192317	dgri-FBgn0109663	dmoj-FBgn0130354
dmel-FBgn0000448	dana-FBgn0142947	dvir-FBgn0089173	dpse-FBgn0207301	dsec-FBgn0175427	dwil-FBgn0220018	dper-FBgn0148097	dyak-FBgn0238967	dsim-FBgn0197277	dere-FBgn0117349	dgri-FBgn0127581	dmoj-GI20211
dmel-FBgn0000449	dana-FBgn0136642	dvir-FBgn0087136	dpse-FBgn0198997	dsec-FBgn0071404	dwil-FBgn0169540	dper-FBgn0219775	dyak-FBgn0154667	dsim-FBgn0238667	dere-FBgn0185507	dgri-FBgn0107441	dmoj-FBgn0132437
dmel-FBgn0000451	dana-FBgn0136602	dvir-FBgn0100832	dpse-FBgn0198966	dsec-FBgn0079718	dwil-FBgn0179679	dper-FBgn0226046	dyak-FBgn0149360	dsim-FBgn0237598	dere-FBgn0184594	dgri-FBgn0106243	dmoj-FBgn0124028
dmel-FBgn0000454	dana-FBgn0145896	dvir-FBgn0095639	dpse-FBgn0201696	dsec-FBgn0081654	dwil-FBgn0179000	dper-FBgn0216208	dyak-FBgn0161065	dsim-FBgn0243332	dere-FBgn0190445	dgri-FBgn0112042	dmoj-FBgn0121753
dmel-FBgn0000455	dana-FBgn0145517	dvir-FBgn0094065	dpse-FBgn0209897	dsec-FBgn0079040	dwil-FBgn0180868	dper-FBgn0214855	dyak-FBgn0164759	dsim-FBgn0241634	dere-FBgn0192038	dgri-FBgn0109357	dmoj-FBgn0124936
dmel-FBgn0000459	dana-FBgn0133665	dvir-FBgn0094162	dpse-FBgn0205706	dsec-FBgn0082096	dwil-FBgn0167903	dper-FBgn0227624	dyak-FBgn0233540	dsim-FBgn0270117	dere-FBgn0111546		dmoj-GI10902
dmel-FBgn0000463	dana-FBgn0147199	dvir-FBgn0095485	dpse-FBgn0211623	dsec-FBgn0077574	dwil-FBgn0181765	dper-FBgn0215488	dyak-FBgn0149579	dsim-FBgn0242221	dere-FBgn0014814	dgri-FBgn0108298	dmoj-FBgn0129850
dmel-FBgn0000464	dana-FBgn0142918	dvir-FBgn0091456	dpse-FBgn0200791	dsec-FBgn0249459	dwil-FBgn0176868	dper-FBgn0216927	dyak-FBgn0163837	dsim-FBgn0230963	dere-FBgn0195579	dgri-FBgn0113383	dmoj-FBgn0121302
dmel-FBgn0000473	dana-FBgn0142964	dvir-FBgn0142965	dpse-FBgn0142966	dsec-FBgn0090815	dwil-FBgn0207318	dper-FBgn0207319	dyak-FBgn0081773	dsim-FBgn0175730	dere-FBgn0224136	dgri-FBgn0148583	dmoj-FBgn0241581
dmel-FBgn0000477	dana-FBgn0146434	dvir-FBgn0093771	dpse-FBgn0210370	dsec-FBgn0080577	dwil-FBgn0170191	dper-FBgn0213247	dyak-FBgn0150189	dsim-FBgn0277372	dere-FBgn0242571	dgri-FBgn0190699	dmoj-FBgn0114764
dmel-FBgn0000479	dana-FBgn0133938	dvir-FBgn0096612	dpse-FBgn0202500	dsec-FBgn0174167	dwil-FBgn0212371	dper-FBgn0157560	dyak-FBgn0233832	dsim-FBgn0188231	dere-FBgn0110864	dgri-FBgn0132149	dmoj-GI11177
dmel-FBgn0000482	dana-FBgn0139244	dvir-FBgn0099165	dpse-FBgn0203224	dsec-FBgn0075937	dwil-FBgn0174060	dper-FBgn0226984	dyak-FBgn0151872	dsim-FBgn0234198	dere-FBgn0085986	dgri-FBgn0086020	dmoj-FBgn0125426
dmel-FBgn0000489	dana-FBgn0244955	dvir-FBgn0222590	dpse-FBgn0162509	dsec-FBgn0237137	dwil-FBgn0240331	dper-FBgn0184257	dyak-FBgn0105783	dsim-FBgn0124677	dere-FBgn0134058	dgri-FBgn0087409	dmoj-FBgn0209613
dmel-FBgn0000490	dana-FBgn0138321	dvir-FBgn0097591	dpse-FBgn0013109	dsec-FBgn0018547	dwil-FBgn0173250	dper-FBgn0225902	dyak-FBgn0164142	dsim-FBgn0022825	dere-FBgn0015673	dgri-FBgn0084880	dmoj-FBgn0117744
dmel-FBgn0000492	dana-FBgn0145844	dvir-FBgn0100345	dpse-FBgn0197885	dsec-FBgn0075141	dwil-FBgn0167730	dper-FBgn0213911	dyak-FBgn0151498	dsim-FBgn0241008	dere-FBgn0192875	dgri-FBgn0103966	dmoj-FBgn0126368
dmel-FBgn0000499	dana-FBgn0138460	dvir-FBgn0098769	dpse-FBgn0202436	dsec-FBgn0074930	dwil-FBgn0166417	dper-FBgn0227569	dyak-FBgn0152455	dsim-FBgn0233484	dere-FBgn0270641	dgri-FBgn0110623	dmoj-FBgn0119660
dmel-FBgn0000500	dana-FBgn0133263	dvir-FBgn0096926	dpse-FBgn0210281	dsec-FBgn0074814	dwil-FBgn0165673	dper-FBgn0213033	dyak-FBgn0149909	dsim-FBgn0242452	dere-FBgn0232204	dgri-FBgn0191192	dmoj-FBgn0104102
dmel-FBgn0000504	dana-FBgn0242815	dvir-FBgn0190947	dpse-FBgn0116948	dsec-FBgn0130310	dwil-FBgn0132993	dper-FBgn0093583	dyak-FBgn0020068	dsim-FBgn0070811	dere-FBgn0165392	dgri-FBgn0216304	dmoj-FBgn0216303
dmel-FBgn0000520	dana-FBgn0137842	dvir-FBgn0099450	dpse-FBgn0206046	dsec-FBgn0249767	dwil-FBgn0181510	dper-FBgn0227479	dyak-FBgn0157515	dsim-FBgn0233816	dere-FBgn0188214	dgri-FBgn0110837	dmoj-FBgn0125229
dmel-FBgn0000524	dana-FBgn0139105	dvir-FBgn0099260	dpse-FBgn0203908	dsec-FBgn0077791	dwil-FBgn0167431	dper-FBgn0222136	dyak-FBgn0151907	dsim-FBgn0234248	dere-FBgn0188389	dgri-FBgn0111795	dmoj-FBgn0120164
dmel-FBgn0000527	dana-FBgn0133602	dvir-FBgn0093063	dpse-FBgn0201655	dsec-FBgn0077397	dwil-FBgn0170010	dper-FBgn0214782	dyak-FBgn0164746	dsim-FBgn0242095	dere-FBgn0262091	dgri-FBgn0107028	dmoj-FBgn0126415
dmel-FBgn0000529	dana-FBgn0140929	dvir-FBgn0092500	dpse-FBgn0201884	dsec-FBgn0070490	dwil-FBgn0171900	dper-FBgn0217223	dyak-FBgn0163204	dsim-FBgn0230357	dere-FBgn0193156	dgri-FBgn0113786	dmoj-FBgn0120521
dmel-FBgn0000533	dana-FBgn0147596	dvir-FBgn0100192	dpse-FBgn0211600	dsec-FBgn0078528	dwil-FBgn0179084	dper-FBgn0213141	dyak-FBgn0160830	dsim-FBgn0241419	dere-FBgn0190519	dgri-FBgn0109141	dmoj-FBgn0121757
dmel-FBgn0000535	dana-FBgn0137955	dvir-FBgn0096572	dpse-FBgn0203800	dsec-FBgn0244430	dwil-FBgn0166991	dper-FBgn0222117	dyak-FBgn0164302	dsim-FBgn0234638	dere-FBgn0188749	dgri-FBgn0110075	dmoj-FBgn0120239
dmel-FBgn0000536	dana-FBgn0133972	dvir-FBgn0096042	dpse-FBgn0205663	dsec-FBgn0077510	dwil-FBgn0168347	dper-FBgn0227675	dyak-FBgn0158929	dsim-FBgn0234734	dere-FBgn0196149	dgri-FBgn0110166	dmoj-FBgn0120037
dmel-FBgn0000541	dana-FBgn0135286	dvir-FBgn0101748	dpse-FBgn0203232	dsec-FBgn0076854	dwil-FBgn0169216	dper-FBgn0219656	dyak-FBgn0153737	dsim-FBgn0238316	dere-FBgn0185240	dgri-FBgn0106931	dmoj-FBgn0123221
dmel-FBgn0000542	dana-FBgn0139225	dvir-FBgn0099095	dpse-FBgn0203140	dsec-FBgn0244071	dwil-FBgn0167248	dper-FBgn0212239	dyak-FBgn0233848	dsim-FBgn0068632	dere-FBgn0110886	dgri-FBgn0125078	dmoj-GI16477
dmel-FBgn0000543	dana-FBgn0134908	dvir-FBgn0101865	dpse-FBgn0200656	dsec-FBgn0079076	dwil-FBgn0169057	dper-FBgn0214529	dyak-FBgn0162210	dsim-FBgn0238962	dere-FBgn0185114	dgri-FBgn0106782	dmoj-FBgn0123951
dmel-FBgn0000546	dana-FBgn0144015	dvir-FBgn0090845	dpse-FBgn0208023	dsec-FBgn0245500	dwil-FBgn0243551	dper-FBgn0171395	dyak-FBgn0223981	dsim-FBgn0153862	dere-FBgn0236769	dgri-FBgn0182106	dmoj-FBgn0103135
dmel-FBgn0000547	dana-FBgn0139770	dvir-FBgn0097696	dpse-FBgn0211628	dsec-FBgn0071799	dwil-FBgn0173359	dper-FBgn0225866	dyak-FBgn0156443	dsim-FBgn0235698	dere-FBgn0194656	dgri-FBgn0117110	dmoj-FBgn0119014
dmel-FBgn0000551	dana-FBgn0136069	dvir-FBgn0101196	dpse-FBgn0199334	dsec-FBgn0080510	dwil-FBgn0177021	dper-FBgn0222422	dyak-FBgn0162179	dsim-FBgn0239921	dere-FBgn0239568	dgri-FBgn0183863	dmoj-FBgn0105517
dmel-FBgn0000552	dana-FBgn0094202	dvir-FBgn0210400	dpse-FBgn0075374	dsec-FBgn0165855	dwil-FBgn0221213	dper-FBgn0159361	dyak-FBgn0241975	dsim-FBgn0191375	dere-FBgn0105875	dgri-FBgn0125593	
dmel-FBgn0000557	dana-FBgn0145856	dvir-FBgn0099976	dpse-FBgn0210205	dsec-FBgn0075080	dwil-FBgn0171361	dper-FBgn0214127	dyak-FBgn0161585	dsim-FBgn0228789	dere-FBgn0193023	dgri-FBgn0104121	dmoj-FBgn0126118
dmel-FBgn0000559	dana-FBgn0134880	dvir-FBgn0091449	dpse-FBgn0201384	dsec-FBgn0249426	dwil-FBgn0171046	dper-FBgn0226828	dyak-FBgn0163766	dsim-FBgn0068162	dere-FBgn0193055	dgri-FBgn0113659	dmoj-FBgn0118426
dmel-FBgn0000560	dana-FBgn0134326	dvir-FBgn0102162	dpse-FBgn0198506	dsec-FBgn0080307	dwil-FBgn0219343	dper-FBgn0162450	dyak-FBgn0237126	dsim-FBgn0240471	dere-FBgn0186673	dgri-FBgn0108460	dmoj-FBgn0123844
dmel-FBgn0000562	dana-FBgn0142507	dvir-FBgn0088863	dpse-FBgn0205444	dsec-FBgn0265033	dwil-FBgn0170433	dper-FBgn0225129	dyak-FBgn0155192	dsim-FBgn0229339	dere-FBgn0196332	dgri-FBgn0112202	dmoj-FBgn0128039
dmel-FBgn0000564	dana-FBgn0145548	dvir-FBgn0095629	dpse-FBgn0209926	dsec-FBgn0078853	dwil-FBgn0025057	dper-FBgn0213462	dyak-FBgn0161522	dsim-FBgn0242351	dere-FBgn0025037	dgri-FBgn0109002	dmoj-FBgn0124961
dmel-FBgn0000565	dana-FBgn0135872	dvir-FBgn0100698	dpse-FBgn0201082	dsec-FBgn0080218	dwil-FBgn0180391	dper-FBgn0212610	dyak-FBgn0162433	dsim-FBgn0240350	dere-FBgn0186230	dgri-FBgn0108139	dmoj-FBgn0122020
dmel-FBgn0000566	dana-FBgn0141449	dvir-FBgn0089017	dpse-FBgn0202618	dsec-FBgn0210193	dwil-FBgn0248970	dper-FBgn0176781	dyak-FBgn0214346	dsim-FBgn0221672	dere-FBgn0162383	dgri-FBgn0229765	dmoj-FBgn0183149
dmel-FBgn0000567	dana-FBgn0135711	dvir-FBgn0100895	dpse-FBgn0200326	dsec-FBgn0012696	dwil-FBgn0179186	dper-FBgn0212822	dyak-FBgn0162620	dsim-FBgn0239364	dere-FBgn0184127	dgri-FBgn0108039	dmoj-FBgn0122824
dmel-FBgn0000568	dana-FBgn0136335	dvir-FBgn0102215	dpse-FBgn0201132	dsec-FBgn0244804	dwil-FBgn0166586	dper-FBgn0222569	dyak-FBgn0160322	dsim-FBgn0239329	dere-FBgn0184090	dgri-FBgn0108006	dmoj-FBgn0121921
dmel-FBgn0000575	dana-FBgn0135779	dvir-FBgn0087436	dpse-FBgn0199366	dsec-FBgn0070107	dwil-FBgn0169279	dper-FBgn0219518	dyak-FBgn0158306	dsim-FBgn0028750	dere-FBgn0185281	dgri-FBgn0106990	dmoj-FBgn0122891
dmel-FBgn0000576	dana-FBgn0132810	dvir-FBgn0093125	dpse-FBgn0209676	dsec-FBgn0075577	dwil-FBgn0179005	dper-FBgn0224655	dyak-FBgn0161814	dsim-FBgn0243334	dere-FBgn0190448	dgri-FBgn0112074	dmoj-FBgn0121884
dmel-FBgn0000577	dana-FBgn0143779	dvir-FBgn0089430	dpse-FBgn0013111	dsec-FBgn0020475	dwil-FBgn0044210	dper-FBgn0224210	dyak-FBgn0148287	dsim-FBgn0231183	dere-FBgn0044189	dgri-FBgn0114815	dmoj-FBgn0127963
dmel-FBgn0000578	dana-FBgn0141653	dvir-FBgn0088615	dpse-FBgn0206911	dsec-FBgn0176812	dwil-FBgn0219965	dper-FBgn0229796	dyak-FBgn0183180	dsim-FBgn0114126	dere-FBgn0130096	dgri-GH22638	dmoj-GI18914
dmel-FBgn0000579	dana-FBgn0136536	dvir-FBgn0092899	dpse-FBgn0204621	dsec-FBgn0023296	dwil-FBgn0171510	dper-FBgn0220467	dyak-FBgn0278748	dsim-FBgn0156074	dere-FBgn0233043	dgri-FBgn0194293	dmoj-FBgn0116711
dmel-FBgn0000581	dana-FBgn0141305	dvir-FBgn0089595	dpse-FBgn0207500	dsec-FBgn0080573	dwil-FBgn0176175	dper-FBgn0224058	dyak-FBgn0149022	dsim-FBgn0230113	dere-FBgn0182564	dgri-FBgn0112397	dmoj-FBgn0128851
dmel-FBgn0000588	dana-FBgn0140430	dvir-FBgn0100384	dpse-FBgn0013917	dsec-FBgn0073406	dwil-FBgn0181403	dper-FBgn0216975	dyak-FBgn0152877	dsim-FBgn0276641	dere-FBgn0193563	dgri-FBgn0277906	dmoj-FBgn0120547
dmel-FBgn0000591	dana-FBgn0147415	dvir-FBgn0093823	dpse-FBgn0211003	dsec-FBgn0081011	dwil-FBgn0165252	dper-FBgn0216466	dyak-FBgn0159416	dsim-FBgn0084506	dere-FBgn0082740	dgri-FBgn0085086	dmoj-FBgn0126924
dmel-FBgn0000592	dana-FBgn0145204	dvir-FBgn0145199	dpse-FBgn0145202	dsec-FBgn0145201	dwil-FBgn0097101	dper-FBgn0197364	dyak-FBgn0197363	dsim-FBgn0197361	dere-FBgn0197362	dgri-FBgn0243549	dmoj-FBgn0243571
dmel-FBgn0000594	dana-FBgn0145204	dvir-FBgn0145199	dpse-FBgn0145202	dsec-FBgn0145201	dwil-FBgn0097101	dper-FBgn0197364	dyak-FBgn0197363	dsim-FBgn0197361	dere-FBgn0197362	dgri-FBgn0243549	dmoj-FBgn0243571
dmel-FBgn0000606	dana-FBgn0142756	dvir-FBgn0088337	dpse-FBgn0040404	dsec-FBgn0020474	dwil-FBgn0176053	dper-FBgn0064268	dyak-FBgn0154372	dsim-FBgn0024766	dere-FBgn0269020	dgri-FBgn0024802	dmoj-FBgn0015087
dmel-FBgn0000611	dana-FBgn0138827	dvir-FBgn0097179	dpse-FBgn0203104	dsec-FBgn0202914	dwil-FBgn0081406	dper-FBgn0166621	dyak-FBgn0222110	dsim-FBgn0147665	dere-FBgn0234722	dgri-FBgn0188823	dmoj-FBgn0110158
dmel-FBgn0000615	dana-FBgn0142581	dvir-FBgn0089782	dpse-FBgn0013112	dsec-FBgn0243576	dwil-FBgn0174665	dper-FBgn0168481	dyak-FBgn0223410	dsim-FBgn0155033	dere-FBgn0231428	dgri-FBgn0196568	dmoj-FBgn0113023
dmel-FBgn0000617	dana-FBgn0145330	dvir-FBgn0098111	dpse-FBgn0210943	dsec-FBgn0248256	dwil-FBgn0177726	dper-FBgn0227284	dyak-FBgn0152355	dsim-FBgn0235136	dere-FBgn0188927	dgri-FBgn0111339	dmoj-FBgn0126864
dmel-FBgn0000618	dana-FBgn0138651	dvir-FBgn0097371	dpse-FBgn0203990	dsec-FBgn0073595	dwil-FBgn0167994	dper-FBgn0218305	dyak-FBgn0164470	dsim-FBgn0234764	dere-FBgn0195867	dgri-FBgn0111056	dmoj-FBgn0119371
dmel-FBgn0000625	dana-FBgn0135084	dvir-FBgn0101971	dpse-FBgn0200491	dsec-FBgn0070404	dwil-FBgn0179519	dper-FBgn0214637	dyak-FBgn0162543	dsim-FBgn0237444	dere-FBgn0184446	dgri-FBgn0106094	dmoj-FBgn0123535
dmel-FBgn0000629	dana-FBgn0136587	dvir-FBgn0100819	dpse-FBgn0198953	dsec-FBgn0079640	dwil-FBgn0179666	dper-FBgn0214368	dyak-FBgn0153194	dsim-FBgn0237584	dere-FBgn0184582	dgri-FBgn0106230	dmoj-FBgn0124015
dmel-FBgn0000633	dana-FBgn0141370	dvir-FBgn0090735	dpse-FBgn0208761	dsec-FBgn0074649	dwil-FBgn0176364	dper-FBgn0219852	dyak-FBgn0155073	dsim-FBgn0230290	dere-FBgn0182740	dgri-FBgn0112586	dmoj-FBgn0128491
dmel-FBgn0000635	dana-FBgn0138895	dvir-FBgn0082824	dpse-FBgn0203607	dsec-FBgn0077610	dwil-FBgn0167637	dper-FBgn0219609	dyak-FBgn0151801	dsim-FBgn0234362	dere-FBgn0083435	dgri-FBgn0110771	dmoj-FBgn0132134
dmel-FBgn0000636	dana-FBgn0140872	dvir-FBgn0092079	dpse-FBgn0204925	dsec-FBgn0079138	dwil-FBgn0172185	dper-FBgn0217550	dyak-FBgn0156302	dsim-FBgn0230883	dere-FBgn0195494	dgri-FBgn0113298	dmoj-FBgn0118690
